id,name,score,subject
42757,홍길동,80,영어
42758,성춘향,57,영어
42759,성춘향,92,영어
42760,성춘향,95,수학
42761,이몽룡,85,과학
42762,성춘향,86,영어
42763,홍길동,69,과학
42764,홍길동,87,과학
42765,밍키,64,수학
42766,밍키,59,과학
42767,성춘향,93,과학
42768,밍키,89,영어
42769,이몽룡,63,수학
42770,이몽룡,57,영어
42771,성춘향,84,수학
42772,홍길동,99,과학
42773,이몽룡,66,과학
42774,홍길동,55,수학
42775,밍키,83,수학
42776,밍키,64,수학
42777,이몽룡,66,영어
42778,이몽룡,97,영어
42779,이몽룡,71,과학
42780,이몽룡,53,영어
42781,밍키,71,과학
42782,성춘향,98,수학
42783,성춘향,79,영어
42784,밍키,91,수학
42785,밍키,84,수학
42786,성춘향,78,과학
42787,밍키,66,과학
42788,이몽룡,52,수학
42789,밍키,75,과학
42790,밍키,93,과학
42791,밍키,87,영어
42792,성춘향,74,과학
42793,밍키,52,수학
42794,홍길동,90,영어
42795,이몽룡,62,수학
42796,이몽룡,54,과학
42797,홍길동,99,영어
42798,이몽룡,73,영어
42799,이몽룡,95,영어
42800,밍키,52,수학
42801,밍키,63,영어
42802,이몽룡,86,영어
42803,홍길동,69,수학
42804,이몽룡,87,수학
42805,성춘향,75,수학
42806,홍길동,65,과학
42807,이몽룡,76,수학
42808,밍키,55,수학
42809,밍키,98,수학
42810,밍키,54,수학
42811,홍길동,77,과학
42812,성춘향,79,영어
42813,이몽룡,64,수학
42814,홍길동,76,영어
42815,홍길동,60,수학
42816,이몽룡,72,수학
42817,홍길동,73,수학
42818,밍키,60,영어
42819,이몽룡,58,영어
42820,이몽룡,56,영어
42821,홍길동,94,과학
42822,홍길동,95,수학
42823,밍키,51,영어
42824,성춘향,67,수학
42825,밍키,88,수학
42826,홍길동,98,수학
42827,홍길동,75,영어
42828,밍키,58,수학
42829,성춘향,94,수학
42830,홍길동,51,수학
42831,이몽룡,58,영어
42832,홍길동,91,과학
42833,성춘향,67,과학
42834,밍키,58,수학
42835,밍키,62,과학
42836,성춘향,63,영어
42837,홍길동,69,과학
42838,밍키,65,영어
42839,성춘향,86,과학
42840,홍길동,94,수학
42841,성춘향,63,수학
42842,밍키,54,과학
42843,성춘향,97,영어
42844,이몽룡,62,영어
42845,밍키,54,과학
42846,성춘향,92,영어
42847,홍길동,78,과학
42848,이몽룡,89,과학
42849,성춘향,77,영어
42850,밍키,63,과학
42851,성춘향,76,수학
42852,홍길동,99,영어
42853,성춘향,56,영어
42854,성춘향,63,과학
42855,성춘향,99,영어
42856,이몽룡,92,영어
42857,이몽룡,57,수학
42858,홍길동,84,수학
42859,이몽룡,57,영어
42860,이몽룡,57,과학
42861,밍키,55,영어
42862,이몽룡,63,수학
42863,성춘향,86,수학
42864,밍키,93,영어
42865,이몽룡,96,과학
42866,홍길동,86,영어
42867,밍키,58,과학
42868,이몽룡,91,영어
42869,밍키,55,과학
42870,이몽룡,69,과학
42871,성춘향,67,과학
42872,이몽룡,86,영어
42873,성춘향,97,수학
42874,홍길동,75,수학
42875,이몽룡,65,영어
42876,성춘향,52,영어
42877,이몽룡,88,과학
42878,홍길동,94,과학
42879,성춘향,98,수학
42880,홍길동,95,영어
42881,밍키,66,영어
42882,홍길동,65,과학
42883,홍길동,70,과학
42884,이몽룡,76,영어
42885,이몽룡,78,영어
42886,성춘향,64,수학
42887,성춘향,56,과학
42888,성춘향,62,과학
42889,홍길동,85,과학
42890,이몽룡,90,영어
42891,밍키,50,영어
42892,성춘향,87,과학
42893,이몽룡,80,수학
42894,성춘향,91,영어
42895,이몽룡,85,수학
42896,홍길동,97,수학
42897,성춘향,94,영어
42898,밍키,58,영어
42899,홍길동,96,수학
42900,이몽룡,70,수학
42901,홍길동,92,과학
42902,밍키,97,과학
42903,이몽룡,57,수학
42904,밍키,87,과학
42905,성춘향,51,수학
42906,성춘향,93,수학
42907,밍키,73,과학
42908,밍키,91,영어
42909,밍키,53,영어
42910,이몽룡,64,수학
42911,이몽룡,68,영어
42912,이몽룡,50,과학
42913,홍길동,92,영어
42914,이몽룡,82,수학
42915,밍키,80,과학
42916,밍키,64,수학
42917,이몽룡,87,수학
42918,홍길동,87,과학
42919,이몽룡,63,수학
42920,밍키,63,영어
42921,이몽룡,68,영어
42922,성춘향,64,과학
42923,성춘향,86,영어
42924,이몽룡,64,수학
42925,성춘향,75,수학
42926,성춘향,68,과학
42927,밍키,67,영어
42928,이몽룡,52,영어
42929,밍키,84,수학
42930,성춘향,62,수학
42931,밍키,54,영어
42932,이몽룡,80,수학
42933,성춘향,97,과학
42934,밍키,89,수학
42935,이몽룡,85,과학
42936,이몽룡,68,수학
42937,성춘향,86,영어
42938,이몽룡,62,과학
42939,이몽룡,68,영어
42940,밍키,74,영어
42941,성춘향,90,영어
42942,이몽룡,67,수학
42943,성춘향,59,수학
42944,성춘향,59,과학
42945,성춘향,94,수학
42946,홍길동,92,과학
42947,밍키,74,수학
42948,홍길동,54,영어
42949,이몽룡,57,영어
42950,성춘향,97,과학
42951,홍길동,60,과학
42952,성춘향,57,과학
42953,홍길동,78,과학
42954,성춘향,76,수학
42955,성춘향,53,수학
42956,이몽룡,72,영어
42957,밍키,82,영어
42958,이몽룡,77,영어
42959,홍길동,61,영어
42960,밍키,97,영어
42961,이몽룡,59,과학
42962,이몽룡,64,수학
42963,홍길동,80,수학
42964,이몽룡,57,수학
42965,밍키,54,과학
42966,홍길동,83,수학
42967,홍길동,67,영어
42968,밍키,93,과학
42969,성춘향,91,과학
42970,밍키,68,과학
42971,성춘향,62,영어
42972,성춘향,61,수학
42973,홍길동,56,수학
42974,이몽룡,91,영어
42975,밍키,88,과학
42976,홍길동,79,과학
42977,밍키,93,수학
42978,홍길동,67,영어
42979,홍길동,99,수학
42980,이몽룡,59,과학
42981,이몽룡,88,과학
42982,홍길동,82,영어
42983,이몽룡,83,수학
42984,성춘향,80,영어
42985,홍길동,53,영어
42986,홍길동,99,수학
42987,이몽룡,72,수학
42988,홍길동,54,과학
42989,밍키,72,영어
42990,홍길동,69,수학
42991,밍키,76,수학
42992,이몽룡,98,영어
42993,밍키,68,수학
42994,홍길동,78,수학
42995,이몽룡,63,영어
42996,홍길동,78,수학
42997,홍길동,87,과학
42998,밍키,57,영어
42999,이몽룡,99,영어
43000,홍길동,70,수학
43001,밍키,50,수학
43002,성춘향,99,수학
43003,성춘향,87,수학
43004,홍길동,80,수학
43005,홍길동,95,수학
43006,이몽룡,98,영어
43007,성춘향,96,수학
43008,성춘향,97,영어
43009,이몽룡,97,영어
43010,성춘향,58,영어
43011,홍길동,71,수학
43012,밍키,51,수학
43013,이몽룡,63,영어
43014,이몽룡,71,과학
43015,밍키,96,과학
43016,홍길동,78,과학
43017,홍길동,82,과학
43018,홍길동,53,과학
43019,홍길동,88,영어
43020,홍길동,58,영어
43021,이몽룡,74,수학
43022,이몽룡,63,과학
43023,밍키,63,영어
43024,홍길동,78,과학
43025,밍키,55,수학
43026,이몽룡,99,수학
43027,이몽룡,99,과학
43028,성춘향,82,영어
43029,밍키,52,수학
43030,이몽룡,98,영어
43031,밍키,70,과학
43032,성춘향,85,영어
43033,이몽룡,50,과학
43034,밍키,75,과학
43035,성춘향,59,과학
43036,이몽룡,79,영어
43037,홍길동,52,과학
43038,밍키,96,수학
43039,밍키,70,수학
43040,홍길동,90,과학
43041,홍길동,65,수학
43042,홍길동,54,과학
43043,밍키,56,수학
43044,밍키,95,과학
43045,성춘향,67,과학
43046,성춘향,97,영어
43047,성춘향,67,영어
43048,밍키,81,영어
43049,홍길동,93,과학
43050,성춘향,85,영어
43051,이몽룡,70,과학
43052,성춘향,87,과학
43053,밍키,75,수학
43054,성춘향,98,영어
43055,밍키,79,영어
43056,성춘향,97,영어
43057,성춘향,96,수학
43058,이몽룡,66,영어
43059,홍길동,73,과학
43060,성춘향,72,영어
43061,성춘향,84,수학
43062,홍길동,97,수학
43063,이몽룡,75,수학
43064,밍키,77,영어
43065,밍키,81,과학
43066,밍키,66,과학
43067,밍키,98,영어
43068,성춘향,95,과학
43069,밍키,91,영어
43070,밍키,59,수학
43071,홍길동,100,과학
43072,이몽룡,50,과학
43073,밍키,92,영어
43074,이몽룡,94,영어
43075,이몽룡,95,수학
43076,성춘향,99,영어
43077,홍길동,52,영어
43078,밍키,56,수학
43079,이몽룡,79,과학
43080,이몽룡,95,과학
43081,성춘향,88,영어
43082,홍길동,70,수학
43083,홍길동,53,영어
43084,성춘향,65,과학
43085,성춘향,78,수학
43086,성춘향,63,영어
43087,밍키,68,수학
43088,밍키,50,수학
43089,성춘향,54,수학
43090,성춘향,83,수학
43091,홍길동,95,수학
43092,성춘향,80,영어
43093,홍길동,82,과학
43094,이몽룡,65,수학
43095,이몽룡,69,수학
43096,홍길동,73,수학
43097,홍길동,90,수학
43098,홍길동,67,과학
43099,성춘향,61,과학
43100,밍키,82,수학
43101,이몽룡,54,과학
43102,이몽룡,83,영어
43103,홍길동,57,영어
43104,밍키,59,과학
43105,밍키,100,수학
43106,이몽룡,95,수학
43107,밍키,77,영어
43108,성춘향,50,영어
43109,홍길동,73,영어
43110,이몽룡,90,영어
43111,성춘향,70,과학
43112,밍키,90,과학
43113,성춘향,57,수학
43114,홍길동,58,영어
43115,성춘향,84,과학
43116,성춘향,85,과학
43117,성춘향,85,수학
43118,홍길동,90,수학
43119,이몽룡,64,과학
43120,성춘향,56,영어
43121,밍키,73,과학
43122,밍키,85,과학
43123,홍길동,86,과학
43124,홍길동,87,과학
43125,밍키,80,영어
43126,성춘향,80,영어
43127,홍길동,68,과학
43128,홍길동,74,수학
43129,밍키,76,수학
43130,홍길동,76,영어
43131,밍키,98,수학
43132,이몽룡,85,과학
43133,밍키,83,수학
43134,성춘향,86,영어
43135,홍길동,71,수학
43136,이몽룡,66,과학
43137,홍길동,96,과학
43138,이몽룡,51,수학
43139,홍길동,50,영어
43140,성춘향,92,과학
43141,이몽룡,75,영어
43142,이몽룡,92,수학
43143,밍키,79,영어
43144,홍길동,53,수학
43145,밍키,99,수학
43146,성춘향,89,영어
43147,홍길동,70,수학
43148,홍길동,76,과학
43149,홍길동,91,영어
43150,홍길동,96,과학
43151,성춘향,62,수학
43152,이몽룡,91,수학
43153,밍키,81,과학
43154,밍키,86,수학
43155,이몽룡,91,영어
43156,이몽룡,95,수학
43157,홍길동,79,과학
43158,밍키,93,수학
43159,밍키,66,수학
43160,홍길동,52,영어
43161,밍키,92,수학
43162,성춘향,73,수학
43163,성춘향,57,영어
43164,이몽룡,81,수학
43165,밍키,63,수학
43166,이몽룡,58,영어
43167,이몽룡,52,과학
43168,성춘향,50,영어
43169,성춘향,68,과학
43170,성춘향,74,영어
43171,홍길동,53,수학
43172,밍키,54,수학
43173,홍길동,59,과학
43174,밍키,73,과학
43175,성춘향,95,과학
43176,밍키,54,수학
43177,성춘향,84,과학
43178,성춘향,82,영어
43179,성춘향,85,수학
43180,성춘향,54,영어
43181,이몽룡,62,수학
43182,홍길동,57,영어
43183,밍키,99,과학
43184,홍길동,98,영어
43185,성춘향,77,영어
43186,밍키,59,과학
43187,이몽룡,67,영어
43188,홍길동,96,수학
43189,성춘향,62,과학
43190,밍키,56,수학
43191,이몽룡,95,과학
43192,성춘향,80,과학
43193,밍키,57,수학
43194,이몽룡,95,영어
43195,이몽룡,98,영어
43196,성춘향,82,영어
43197,이몽룡,74,영어
43198,이몽룡,82,영어
43199,홍길동,57,수학
43200,밍키,55,영어
43201,성춘향,53,과학
43202,이몽룡,50,영어
43203,홍길동,94,과학
43204,밍키,87,과학
43205,홍길동,75,과학
43206,성춘향,57,수학
43207,밍키,51,수학
43208,이몽룡,94,과학
43209,이몽룡,52,과학
43210,이몽룡,96,수학
43211,홍길동,75,수학
43212,이몽룡,75,과학
43213,이몽룡,89,영어
43214,밍키,55,수학
43215,밍키,72,수학
43216,홍길동,100,영어
43217,홍길동,95,과학
43218,성춘향,86,수학
43219,성춘향,68,과학
43220,성춘향,67,과학
43221,홍길동,60,수학
43222,성춘향,76,과학
43223,밍키,59,수학
43224,홍길동,65,수학
43225,이몽룡,94,영어
43226,성춘향,73,과학
43227,성춘향,72,과학
43228,밍키,63,수학
43229,이몽룡,63,과학
43230,성춘향,81,수학
43231,이몽룡,99,수학
43232,성춘향,64,수학
43233,홍길동,95,수학
43234,이몽룡,62,영어
43235,이몽룡,69,영어
43236,홍길동,84,과학
43237,이몽룡,93,과학
43238,밍키,67,영어
43239,이몽룡,75,영어
43240,이몽룡,50,수학
43241,홍길동,67,영어
43242,성춘향,64,과학
43243,밍키,54,수학
43244,이몽룡,69,수학
43245,홍길동,55,수학
43246,밍키,90,수학
43247,성춘향,69,수학
43248,성춘향,50,수학
43249,이몽룡,75,영어
43250,이몽룡,95,과학
43251,이몽룡,65,수학
43252,이몽룡,83,과학
43253,이몽룡,63,수학
43254,이몽룡,89,수학
43255,성춘향,95,영어
43256,홍길동,64,수학
43257,밍키,77,수학
43258,밍키,76,수학
43259,홍길동,85,영어
43260,홍길동,68,과학
43261,성춘향,81,영어
43262,성춘향,62,과학
43263,이몽룡,85,과학
43264,홍길동,54,영어
43265,이몽룡,82,과학
43266,밍키,83,과학
43267,성춘향,64,수학
43268,밍키,81,과학
43269,홍길동,60,과학
43270,홍길동,94,수학
43271,밍키,58,수학
43272,밍키,57,영어
43273,이몽룡,70,수학
43274,홍길동,81,수학
43275,이몽룡,83,수학
43276,홍길동,50,영어
43277,밍키,68,수학
43278,밍키,96,과학
43279,홍길동,74,영어
43280,성춘향,52,수학
43281,밍키,77,수학
43282,홍길동,71,수학
43283,성춘향,87,수학
43284,성춘향,91,수학
43285,홍길동,75,과학
43286,성춘향,64,과학
43287,이몽룡,62,영어
43288,밍키,70,과학
43289,밍키,59,영어
43290,이몽룡,54,수학
43291,밍키,89,수학
43292,홍길동,89,수학
43293,홍길동,85,영어
43294,이몽룡,76,수학
43295,밍키,66,과학
43296,이몽룡,82,수학
43297,홍길동,68,과학
43298,성춘향,81,수학
43299,밍키,81,수학
43300,홍길동,55,수학
43301,밍키,97,과학
43302,이몽룡,57,수학
43303,밍키,78,수학
43304,이몽룡,68,과학
43305,이몽룡,80,영어
43306,성춘향,55,과학
43307,밍키,83,영어
43308,밍키,83,과학
43309,성춘향,84,과학
43310,이몽룡,68,수학
43311,밍키,76,과학
43312,홍길동,75,영어
43313,홍길동,93,과학
43314,홍길동,98,영어
43315,이몽룡,80,과학
43316,밍키,86,영어
43317,이몽룡,54,수학
43318,성춘향,71,영어
43319,성춘향,82,영어
43320,홍길동,52,과학
43321,홍길동,64,과학
43322,홍길동,83,수학
43323,밍키,77,과학
43324,성춘향,80,과학
43325,밍키,66,수학
43326,성춘향,75,과학
43327,밍키,60,영어
43328,이몽룡,66,수학
43329,이몽룡,76,영어
43330,성춘향,61,영어
43331,홍길동,96,과학
43332,홍길동,51,수학
43333,홍길동,81,과학
43334,성춘향,89,수학
43335,밍키,84,수학
43336,홍길동,94,영어
43337,홍길동,88,영어
43338,밍키,83,수학
43339,성춘향,95,영어
43340,밍키,61,수학
43341,성춘향,75,수학
43342,성춘향,54,수학
43343,밍키,79,영어
43344,이몽룡,79,영어
43345,이몽룡,93,수학
43346,밍키,73,영어
43347,홍길동,69,수학
43348,이몽룡,52,과학
43349,홍길동,72,수학
43350,밍키,82,과학
43351,밍키,67,과학
43352,성춘향,55,과학
43353,홍길동,57,수학
43354,성춘향,79,영어
43355,이몽룡,69,수학
43356,밍키,79,과학
43357,이몽룡,88,수학
43358,성춘향,61,수학
43359,성춘향,92,영어
43360,이몽룡,75,과학
43361,홍길동,82,수학
43362,이몽룡,76,영어
43363,홍길동,89,수학
43364,이몽룡,76,과학
43365,성춘향,70,수학
43366,홍길동,68,과학
43367,이몽룡,68,과학
43368,밍키,57,수학
43369,밍키,70,영어
43370,이몽룡,71,과학
43371,밍키,95,과학
43372,이몽룡,64,수학
43373,홍길동,78,수학
43374,이몽룡,86,영어
43375,성춘향,77,영어
43376,밍키,52,수학
43377,성춘향,59,과학
43378,밍키,81,영어
43379,이몽룡,50,과학
43380,밍키,66,수학
43381,홍길동,84,수학
43382,성춘향,85,영어
43383,홍길동,86,과학
43384,이몽룡,69,영어
43385,홍길동,98,영어
43386,밍키,54,영어
43387,이몽룡,68,수학
43388,홍길동,80,과학
43389,홍길동,58,수학
43390,이몽룡,86,과학
43391,홍길동,89,과학
43392,성춘향,77,과학
43393,밍키,75,과학
43394,홍길동,83,영어
43395,홍길동,90,수학
43396,성춘향,61,영어
43397,이몽룡,70,영어
43398,밍키,72,과학
43399,홍길동,97,영어
43400,이몽룡,76,영어
43401,홍길동,92,과학
43402,성춘향,67,과학
43403,성춘향,72,수학
43404,홍길동,82,과학
43405,홍길동,62,수학
43406,홍길동,91,수학
43407,성춘향,53,수학
43408,밍키,61,과학
43409,밍키,70,영어
43410,홍길동,82,수학
43411,성춘향,98,영어
43412,이몽룡,76,영어
43413,이몽룡,84,영어
43414,밍키,80,과학
43415,홍길동,76,영어
43416,성춘향,87,수학
43417,성춘향,99,영어
43418,홍길동,79,영어
43419,홍길동,68,수학
43420,밍키,80,수학
43421,성춘향,73,영어
43422,홍길동,50,수학
43423,이몽룡,72,수학
43424,이몽룡,86,수학
43425,밍키,95,과학
43426,밍키,95,과학
43427,밍키,67,수학
43428,홍길동,56,과학
43429,이몽룡,72,수학
43430,홍길동,82,과학
43431,성춘향,50,과학
43432,밍키,70,수학
43433,홍길동,99,수학
43434,성춘향,59,수학
43435,밍키,75,영어
43436,홍길동,82,수학
43437,이몽룡,91,수학
43438,성춘향,58,과학
43439,홍길동,73,영어
43440,이몽룡,83,영어
43441,밍키,83,과학
43442,이몽룡,76,수학
43443,밍키,81,영어
43444,홍길동,74,수학
43445,홍길동,73,수학
43446,홍길동,59,영어
43447,이몽룡,66,과학
43448,홍길동,76,수학
43449,이몽룡,94,영어
43450,성춘향,55,과학
43451,이몽룡,69,수학
43452,이몽룡,79,영어
43453,성춘향,71,수학
43454,홍길동,62,영어
43455,성춘향,78,영어
43456,이몽룡,67,과학
43457,홍길동,76,과학
43458,이몽룡,88,과학
43459,밍키,56,과학
43460,밍키,61,영어
43461,이몽룡,73,영어
43462,홍길동,51,수학
43463,이몽룡,97,영어
43464,성춘향,89,영어
43465,밍키,79,수학
43466,홍길동,67,영어
43467,성춘향,53,과학
43468,홍길동,64,과학
43469,밍키,58,수학
43470,홍길동,67,과학
43471,성춘향,79,수학
43472,홍길동,79,영어
43473,성춘향,73,수학
43474,밍키,62,영어
43475,밍키,84,과학
43476,밍키,65,영어
43477,홍길동,81,수학
43478,홍길동,53,영어
43479,성춘향,57,과학
43480,밍키,87,영어
43481,홍길동,63,영어
43482,밍키,88,수학
43483,밍키,53,과학
43484,밍키,53,과학
43485,홍길동,71,영어
43486,밍키,61,영어
43487,성춘향,98,과학
43488,성춘향,81,영어
43489,홍길동,87,과학
43490,이몽룡,58,수학
43491,홍길동,92,과학
43492,밍키,63,영어
43493,홍길동,81,영어
43494,성춘향,87,영어
43495,홍길동,50,영어
43496,성춘향,72,수학
43497,홍길동,72,수학
43498,밍키,99,수학
43499,밍키,59,수학
43500,이몽룡,100,과학
43501,이몽룡,56,영어
43502,이몽룡,100,과학
43503,홍길동,98,수학
43504,이몽룡,50,과학
43505,이몽룡,94,과학
43506,밍키,69,수학
43507,홍길동,81,영어
43508,이몽룡,52,영어
43509,홍길동,71,영어
43510,이몽룡,71,과학
43511,밍키,88,과학
43512,밍키,68,수학
43513,홍길동,90,과학
43514,성춘향,78,과학
43515,성춘향,73,과학
43516,성춘향,100,수학
43517,홍길동,69,과학
43518,홍길동,55,과학
43519,밍키,75,수학
43520,홍길동,90,영어
43521,성춘향,77,과학
43522,성춘향,98,수학
43523,홍길동,66,과학
43524,홍길동,52,과학
43525,이몽룡,99,영어
43526,홍길동,100,영어
43527,홍길동,66,영어
43528,밍키,56,과학
43529,홍길동,65,수학
43530,성춘향,92,과학
43531,밍키,74,영어
43532,밍키,81,수학
43533,성춘향,82,수학
43534,홍길동,63,영어
43535,밍키,62,수학
43536,홍길동,79,과학
43537,이몽룡,56,과학
43538,홍길동,69,영어
43539,밍키,86,과학
43540,홍길동,93,수학
43541,성춘향,79,과학
43542,성춘향,90,영어
43543,이몽룡,50,과학
43544,밍키,95,과학
43545,홍길동,52,과학
43546,밍키,65,과학
43547,홍길동,77,과학
43548,밍키,62,과학
43549,홍길동,60,수학
43550,홍길동,53,수학
43551,이몽룡,78,수학
43552,이몽룡,60,과학
43553,이몽룡,70,과학
43554,밍키,61,수학
43555,홍길동,51,영어
43556,이몽룡,64,과학
43557,밍키,53,수학
43558,밍키,83,과학
43559,홍길동,93,영어
43560,이몽룡,77,영어
43561,이몽룡,64,영어
43562,밍키,60,과학
43563,성춘향,55,과학
43564,성춘향,52,영어
43565,성춘향,100,과학
43566,성춘향,55,수학
43567,성춘향,84,수학
43568,홍길동,71,과학
43569,성춘향,56,영어
43570,성춘향,71,과학
43571,밍키,55,영어
43572,성춘향,59,과학
43573,홍길동,76,영어
43574,홍길동,86,과학
43575,이몽룡,62,수학
43576,성춘향,74,수학
43577,이몽룡,96,과학
43578,성춘향,76,과학
43579,홍길동,77,과학
43580,성춘향,70,영어
43581,홍길동,72,영어
43582,홍길동,77,영어
43583,홍길동,54,영어
43584,밍키,85,수학
43585,이몽룡,57,영어
43586,성춘향,72,과학
43587,이몽룡,72,영어
43588,홍길동,97,영어
43589,홍길동,76,과학
43590,홍길동,82,수학
43591,밍키,86,수학
43592,성춘향,98,영어
43593,이몽룡,76,과학
43594,밍키,98,수학
43595,홍길동,56,과학
43596,성춘향,54,영어
43597,홍길동,83,과학
43598,밍키,82,과학
43599,성춘향,70,과학
43600,성춘향,51,영어
43601,이몽룡,77,수학
43602,밍키,98,영어
43603,밍키,68,영어
43604,성춘향,54,과학
43605,성춘향,76,영어
43606,이몽룡,97,수학
43607,이몽룡,65,영어
43608,성춘향,82,과학
43609,홍길동,57,과학
43610,이몽룡,65,수학
43611,홍길동,72,수학
43612,홍길동,97,영어
43613,홍길동,82,수학
43614,밍키,69,영어
43615,이몽룡,74,과학
43616,성춘향,94,과학
43617,이몽룡,60,과학
43618,밍키,81,수학
43619,이몽룡,61,영어
43620,홍길동,60,과학
43621,성춘향,90,영어
43622,이몽룡,84,과학
43623,홍길동,79,수학
43624,홍길동,89,수학
43625,성춘향,86,과학
43626,홍길동,74,수학
43627,성춘향,78,과학
43628,밍키,63,영어
43629,홍길동,76,과학
43630,홍길동,53,과학
43631,성춘향,86,영어
43632,이몽룡,79,과학
43633,성춘향,96,수학
43634,이몽룡,50,과학
43635,밍키,59,과학
43636,밍키,89,수학
43637,성춘향,72,수학
43638,밍키,92,수학
43639,홍길동,67,수학
43640,밍키,72,영어
43641,성춘향,80,과학
43642,홍길동,94,과학
43643,성춘향,90,영어
43644,성춘향,95,과학
43645,밍키,61,과학
43646,성춘향,52,과학
43647,홍길동,64,수학
43648,이몽룡,79,영어
43649,홍길동,74,영어
43650,성춘향,52,수학
43651,밍키,70,영어
43652,성춘향,58,영어
43653,성춘향,97,수학
43654,성춘향,71,영어
43655,성춘향,94,수학
43656,밍키,56,수학
43657,홍길동,58,수학
43658,밍키,71,과학
43659,홍길동,71,과학
43660,밍키,69,수학
43661,밍키,100,과학
43662,홍길동,55,과학
43663,이몽룡,65,수학
43664,밍키,56,과학
43665,성춘향,73,영어
43666,홍길동,79,수학
43667,이몽룡,79,수학
43668,이몽룡,98,수학
43669,홍길동,53,영어
43670,홍길동,67,영어
43671,홍길동,83,과학
43672,성춘향,59,수학
43673,홍길동,66,수학
43674,밍키,83,과학
43675,이몽룡,83,수학
43676,밍키,66,수학
43677,홍길동,75,영어
43678,밍키,84,수학
43679,홍길동,100,수학
43680,밍키,93,수학
43681,밍키,82,수학
43682,밍키,81,영어
43683,성춘향,69,영어
43684,이몽룡,81,과학
43685,성춘향,85,수학
43686,이몽룡,67,과학
43687,밍키,94,수학
43688,성춘향,99,영어
43689,성춘향,56,과학
43690,이몽룡,72,수학
43691,홍길동,51,과학
43692,홍길동,69,영어
43693,홍길동,63,수학
43694,밍키,56,과학
43695,이몽룡,50,영어
43696,밍키,60,과학
43697,밍키,55,수학
43698,홍길동,94,수학
43699,밍키,91,수학
43700,성춘향,64,영어
43701,홍길동,55,영어
43702,성춘향,80,수학
43703,성춘향,69,수학
43704,성춘향,68,영어
43705,홍길동,63,과학
43706,이몽룡,71,수학
43707,홍길동,59,영어
43708,성춘향,79,영어
43709,밍키,59,과학
43710,밍키,75,영어
43711,이몽룡,87,수학
43712,홍길동,72,수학
43713,성춘향,72,수학
43714,홍길동,57,수학
43715,성춘향,51,영어
43716,밍키,76,영어
43717,성춘향,60,과학
43718,성춘향,86,수학
43719,이몽룡,65,영어
43720,성춘향,58,과학
43721,성춘향,55,영어
43722,성춘향,81,과학
43723,밍키,59,영어
43724,성춘향,74,영어
43725,이몽룡,95,영어
43726,성춘향,61,과학
43727,홍길동,57,영어
43728,홍길동,96,영어
43729,이몽룡,61,과학
43730,이몽룡,70,과학
43731,성춘향,58,영어
43732,홍길동,89,수학
43733,밍키,96,수학
43734,홍길동,84,영어
43735,성춘향,58,과학
43736,이몽룡,62,수학
43737,성춘향,53,과학
43738,성춘향,65,영어
43739,홍길동,86,영어
43740,밍키,53,과학
43741,이몽룡,63,수학
43742,홍길동,96,영어
43743,성춘향,84,영어
43744,성춘향,88,과학
43745,홍길동,85,수학
43746,이몽룡,75,수학
43747,홍길동,95,영어
43748,성춘향,76,영어
43749,이몽룡,83,과학
43750,이몽룡,57,영어
43751,이몽룡,82,수학
43752,성춘향,75,영어
43753,홍길동,60,과학
43754,홍길동,73,수학
43755,홍길동,61,수학
43756,밍키,55,영어
43757,성춘향,62,수학
43758,성춘향,59,영어
43759,성춘향,87,과학
43760,성춘향,59,수학
43761,성춘향,71,수학
43762,이몽룡,55,수학
43763,이몽룡,51,영어
43764,홍길동,86,수학
43765,성춘향,98,영어
43766,성춘향,83,영어
43767,밍키,95,수학
43768,홍길동,57,과학
43769,홍길동,84,과학
43770,이몽룡,96,수학
43771,밍키,94,과학
43772,이몽룡,62,수학
43773,밍키,50,영어
43774,홍길동,63,과학
43775,이몽룡,53,과학
43776,이몽룡,72,수학
43777,밍키,81,수학
43778,이몽룡,67,수학
43779,이몽룡,58,과학
43780,이몽룡,54,수학
43781,홍길동,64,과학
43782,홍길동,69,영어
43783,밍키,99,수학
43784,홍길동,91,수학
43785,밍키,88,수학
43786,밍키,79,영어
43787,홍길동,50,영어
43788,홍길동,85,수학
43789,이몽룡,63,영어
43790,이몽룡,58,수학
43791,홍길동,75,과학
43792,밍키,80,과학
43793,밍키,80,영어
43794,밍키,96,과학
43795,성춘향,98,영어
43796,홍길동,55,과학
43797,밍키,82,수학
43798,홍길동,74,영어
43799,이몽룡,83,과학
43800,밍키,86,과학
43801,홍길동,90,영어
43802,밍키,95,수학
43803,이몽룡,86,과학
43804,성춘향,69,영어
43805,밍키,64,수학
43806,이몽룡,54,과학
43807,성춘향,98,수학
43808,이몽룡,74,수학
43809,밍키,82,영어
43810,홍길동,55,영어
43811,이몽룡,73,수학
43812,홍길동,88,영어
43813,밍키,57,수학
43814,성춘향,90,영어
43815,밍키,56,과학
43816,성춘향,99,영어
43817,이몽룡,95,영어
43818,성춘향,96,수학
43819,홍길동,65,영어
43820,홍길동,75,과학
43821,성춘향,97,수학
43822,홍길동,70,수학
43823,성춘향,66,과학
43824,성춘향,88,과학
43825,밍키,65,과학
43826,성춘향,88,영어
43827,성춘향,93,수학
43828,밍키,77,수학
43829,홍길동,67,과학
43830,성춘향,100,과학
43831,홍길동,94,과학
43832,밍키,50,영어
